Category;Order Date;Segment;Sales Target
Furniture;2017-10-13;Corporate;268 
Office Supplies;2017-10-13;Consumer;214 
Technology;2017-10-13;Consumer;23 
Office Supplies;2017-10-13;Corporate;23 
Technology;2017-10-13;Home Office;20 
Technology;2017-10-14;Consumer;2090 
Furniture;2017-10-14;Consumer;1678 
Office Supplies;2017-10-14;Consumer;440 
Office Supplies;2017-10-14;Corporate;252 
Furniture;2017-10-15;Consumer;193 
Office Supplies;2017-10-15;Consumer;7 
Technology;2017-10-16;Consumer;155 
Office Supplies;2017-10-16;Consumer;13 
Technology;2017-10-17;Consumer;112 
Office Supplies;2017-10-17;Consumer;11 
Furniture;2017-10-17;Consumer;5 
Technology;2017-10-18;Corporate;1520 
Furniture;2017-10-18;Corporate;1048 
Office Supplies;2017-10-18;Corporate;457 
Office Supplies;2017-10-18;Consumer;58 
Technology;2017-10-19;Home Office;344 
Office Supplies;2017-10-19;Corporate;162 
Technology;2017-10-19;Corporate;128 
Office Supplies;2017-10-19;Consumer;12 
Office Supplies;2017-10-20;Home Office;510 
Furniture;2017-10-20;Corporate;338 
Technology;2017-10-20;Home Office;278 
Office Supplies;2017-10-20;Consumer;212 
Office Supplies;2017-10-20;Corporate;85 
Furniture;2017-10-21;Corporate;650 
Furniture;2017-10-21;Consumer;381 
Office Supplies;2017-10-21;Corporate;255 
Office Supplies;2017-10-21;Consumer;133 
Furniture;2017-10-22;Corporate;125 
Furniture;2017-10-22;Home Office;84 
Office Supplies;2017-10-24;Consumer;44 
Office Supplies;2017-10-24;Home Office;10 
Office Supplies;2017-10-25;Corporate;42 
Technology;2017-10-25;Consumer;36 
Office Supplies;2017-10-25;Consumer;13 
Technology;2017-10-26;Consumer;372 
Furniture;2017-10-26;Consumer;58 
Office Supplies;2017-10-27;Home Office;21 
Office Supplies;2017-10-28;Corporate;655 
Furniture;2017-10-28;Corporate;580 
Technology;2017-10-28;Corporate;224 
Technology;2017-10-29;Consumer;2955 
Office Supplies;2017-10-29;Corporate;73 
Technology;2017-10-29;Corporate;2 
Furniture;2017-10-31;Consumer;1962 
Furniture;2017-10-31;Corporate;1458 
Technology;2017-10-31;Consumer;698 
Office Supplies;2017-10-31;Corporate;579 
Technology;2017-10-31;Corporate;242 
Office Supplies;2017-10-31;Consumer;91 
Technology;2017-10-31;Home Office;81 
Technology;2017-11-01;Consumer;1840 
Office Supplies;2017-11-01;Consumer;1106 
Technology;2017-11-01;Corporate;920 
Office Supplies;2017-11-01;Corporate;248 
Office Supplies;2017-11-01;Home Office;71 
Furniture;2017-11-01;Corporate;58 
Furniture;2017-11-01;Consumer;32 
Technology;2017-11-02;Home Office;840 
Technology;2017-11-02;Consumer;638 
Office Supplies;2017-11-02;Consumer;413 
Technology;2017-11-02;Corporate;100 
Furniture;2017-11-02;Consumer;98 
Furniture;2017-11-03;Consumer;1220 
Technology;2017-11-03;Consumer;729 
Office Supplies;2017-11-03;Consumer;575 
Technology;2017-11-03;Corporate;84 
Office Supplies;2017-11-03;Home Office;6 
Office Supplies;2017-11-03;Corporate;6 
Technology;2017-11-04;Home Office;4119 
Technology;2017-11-04;Consumer;1181 
Furniture;2017-11-04;Consumer;615 
Furniture;2017-11-04;Home Office;117 
Office Supplies;2017-11-04;Home Office;96 
Office Supplies;2017-11-04;Corporate;73 
Office Supplies;2017-11-04;Consumer;36 
Office Supplies;2017-11-05;Consumer;1126 
Furniture;2017-11-05;Consumer;428 
Technology;2017-11-05;Consumer;100 
Technology;2017-11-05;Home Office;45 
Furniture;2017-11-05;Home Office;18 
Office Supplies;2017-11-06;Consumer;40 
Furniture;2017-11-07;Consumer;745 
Office Supplies;2017-11-07;Consumer;554 
Office Supplies;2017-11-07;Corporate;138 
Technology;2017-11-08;Consumer;364 
Technology;2017-11-09;Consumer;669 
Office Supplies;2017-11-09;Consumer;508 
Furniture;2017-11-09;Consumer;238 
Furniture;2017-11-09;Home Office;52 
Office Supplies;2017-11-10;Consumer;740 
Furniture;2017-11-10;Consumer;683 
Technology;2017-11-10;Consumer;570 
Office Supplies;2017-11-11;Corporate;2180 
Office Supplies;2017-11-11;Consumer;1813 
Furniture;2017-11-11;Consumer;1342 
Technology;2017-11-11;Consumer;988 
Furniture;2017-11-11;Corporate;524 
Technology;2017-11-11;Home Office;501 
Office Supplies;2017-11-11;Home Office;409 
Technology;2017-11-11;Corporate;88 
Furniture;2017-11-12;Consumer;556 
Technology;2017-11-12;Consumer;115 
Office Supplies;2017-11-12;Corporate;70 
Furniture;2017-11-12;Corporate;68 
Technology;2017-11-12;Corporate;68 
Office Supplies;2017-11-12;Consumer;62 
Technology;2017-11-14;Consumer;866 
Office Supplies;2017-11-14;Consumer;102 
Furniture;2017-11-14;Home Office;64 
Office Supplies;2017-11-14;Corporate;21 
Office Supplies;2017-11-14;Home Office;12 
Office Supplies;2017-11-15;Consumer;898 
Technology;2017-11-15;Consumer;803 
Office Supplies;2017-11-15;Corporate;11 
Furniture;2017-11-15;Consumer;10 
Office Supplies;2017-11-16;Corporate;368 
Technology;2017-11-16;Home Office;279 
Furniture;2017-11-16;Corporate;275 
Office Supplies;2017-11-16;Home Office;275 
Technology;2017-11-16;Corporate;79 
Furniture;2017-11-16;Consumer;38 
Furniture;2017-11-17;Consumer;4153 
Office Supplies;2017-11-17;Corporate;4086 
Office Supplies;2017-11-17;Consumer;2259 
Furniture;2017-11-17;Home Office;509 
Furniture;2017-11-17;Corporate;122 
Technology;2017-11-17;Corporate;109 
Office Supplies;2017-11-17;Home Office;37 
Furniture;2017-11-18;Corporate;1286 
Furniture;2017-11-18;Consumer;894 
Technology;2017-11-18;Consumer;528 
Office Supplies;2017-11-18;Consumer;511 
Office Supplies;2017-11-18;Corporate;113 
Technology;2017-11-19;Consumer;4439 
Furniture;2017-11-19;Corporate;893 
Technology;2017-11-19;Home Office;601 
Office Supplies;2017-11-19;Corporate;260 
Office Supplies;2017-11-19;Consumer;210 
Office Supplies;2017-11-19;Home Office;179 
Technology;2017-11-20;Corporate;834 
Office Supplies;2017-11-20;Corporate;80 
Office Supplies;2017-11-21;Corporate;911 
Technology;2017-11-21;Corporate;296 
Technology;2017-11-21;Home Office;91 
Office Supplies;2017-11-21;Home Office;6 
Office Supplies;2017-11-22;Corporate;1084 
Office Supplies;2017-11-22;Consumer;63 
Office Supplies;2017-11-22;Home Office;10 
Furniture;2017-11-23;Consumer;966 
Furniture;2017-11-23;Corporate;171 
Office Supplies;2017-11-23;Corporate;101 
Office Supplies;2017-11-23;Consumer;56 
Technology;2017-11-23;Consumer;30 
Office Supplies;2017-11-23;Home Office;25 
Technology;2017-11-23;Corporate;6 
Technology;2017-11-24;Consumer;1372 
Office Supplies;2017-11-24;Corporate;1279 
Technology;2017-11-24;Corporate;1050 
Office Supplies;2017-11-24;Consumer;629 
Furniture;2017-11-24;Corporate;538 
Furniture;2017-11-24;Consumer;314 
Furniture;2017-11-24;Home Office;98 
Office Supplies;2017-11-24;Home Office;6 
Furniture;2017-11-25;Corporate;1336 
Office Supplies;2017-11-25;Home Office;1185 
Furniture;2017-11-25;Consumer;802 
Technology;2017-11-25;Consumer;486 
Office Supplies;2017-11-25;Corporate;390 
Furniture;2017-11-25;Home Office;284 
Office Supplies;2017-11-25;Consumer;55 
Technology;2017-11-25;Corporate;27 
Technology;2017-11-26;Consumer;783 
Office Supplies;2017-11-26;Consumer;705 
Office Supplies;2017-11-26;Home Office;82 
Office Supplies;2017-11-26;Corporate;57 
Furniture;2017-11-26;Consumer;19 
Furniture;2017-11-27;Corporate;218 
Office Supplies;2017-11-27;Consumer;4 
Technology;2017-11-28;Consumer;1059 
Furniture;2017-11-28;Home Office;411 
Furniture;2017-11-28;Corporate;382 
Office Supplies;2017-11-28;Corporate;228 
Office Supplies;2017-11-28;Consumer;66 
Office Supplies;2017-11-28;Home Office;54 
Technology;2017-11-29;Consumer;570 
Office Supplies;2017-11-29;Consumer;53 
Office Supplies;2017-11-29;Corporate;12 
Office Supplies;2017-11-30;Consumer;114 
Technology;2017-11-30;Consumer;102 
Office Supplies;2017-11-30;Corporate;7 
Furniture;2017-12-01;Consumer;3609 
Technology;2017-12-01;Consumer;894 
Furniture;2017-12-01;Corporate;735 
Office Supplies;2017-12-01;Consumer;89 
Furniture;2017-12-02;Consumer;928 
Furniture;2017-12-02;Corporate;423 
Office Supplies;2017-12-02;Corporate;169 
Technology;2017-12-02;Corporate;130 
Technology;2017-12-02;Consumer;120 
Office Supplies;2017-12-02;Consumer;42 
Technology;2017-12-03;Consumer;523 
Office Supplies;2017-12-03;Corporate;28 
Technology;2017-12-04;Corporate;120 
Office Supplies;2017-12-05;Corporate;1715 
Technology;2017-12-05;Corporate;785 
Office Supplies;2017-12-05;Consumer;398 
Office Supplies;2017-12-06;Corporate;1085 
Furniture;2017-12-06;Consumer;499 
Office Supplies;2017-12-06;Consumer;133 
Technology;2017-12-06;Consumer;36 
Office Supplies;2017-12-07;Home Office;391 
Office Supplies;2017-12-07;Consumer;123 
Furniture;2017-12-08;Consumer;586 
Office Supplies;2017-12-08;Consumer;149 
Technology;2017-12-08;Consumer;146 
Furniture;2017-12-08;Corporate;122 
Office Supplies;2017-12-08;Corporate;65 
Technology;2017-12-09;Consumer;983 
Office Supplies;2017-12-09;Corporate;416 
Office Supplies;2017-12-09;Consumer;32 
Furniture;2017-12-10;Corporate;349 
Office Supplies;2017-12-10;Corporate;124 
Office Supplies;2017-12-10;Consumer;100 
Furniture;2017-12-12;Consumer;4555 
Office Supplies;2017-12-12;Corporate;189 
Office Supplies;2017-12-12;Consumer;34 
Furniture;2017-12-13;Corporate;193 
Office Supplies;2017-12-13;Consumer;88 
Office Supplies;2017-12-13;Corporate;19 
Technology;2017-12-14;Consumer;6423 
Furniture;2017-12-14;Consumer;278 
Office Supplies;2017-12-14;Consumer;11 
Office Supplies;2017-12-14;Corporate;9 
Furniture;2017-12-15;Consumer;793 
Furniture;2017-12-15;Corporate;468 
Technology;2017-12-15;Consumer;44 
Furniture;2017-12-16;Corporate;2345 
Technology;2017-12-16;Home Office;1002 
Technology;2017-12-16;Consumer;462 
Furniture;2017-12-16;Home Office;249 
Office Supplies;2017-12-16;Corporate;117 
Furniture;2017-12-16;Consumer;92 
Office Supplies;2017-12-16;Consumer;32 
Office Supplies;2017-12-17;Consumer;50 
Furniture;2017-12-19;Consumer;1601 
Technology;2017-12-19;Corporate;692 
Technology;2017-12-19;Consumer;492 
Office Supplies;2017-12-19;Consumer;211 
Office Supplies;2017-12-19;Corporate;37 
Furniture;2017-12-20;Home Office;2538 
Office Supplies;2017-12-20;Consumer;2152 
Furniture;2017-12-20;Consumer;976 
Technology;2017-12-20;Consumer;556 
Furniture;2017-12-20;Corporate;188 
Office Supplies;2017-12-20;Home Office;187 
Furniture;2017-12-21;Consumer;1651 
Office Supplies;2017-12-21;Home Office;19 
Office Supplies;2017-12-21;Consumer;17 
Office Supplies;2017-12-22;Home Office;559 
Office Supplies;2017-12-22;Consumer;266 
Office Supplies;2017-12-23;Consumer;671 
Office Supplies;2017-12-23;Corporate;63 
Furniture;2017-12-23;Consumer;56 
Furniture;2017-12-23;Corporate;47 
Technology;2017-12-24;Home Office;1139 
Office Supplies;2017-12-24;Home Office;348 
Furniture;2017-12-24;Corporate;257 
Office Supplies;2017-12-24;Corporate;156 
Furniture;2017-12-24;Consumer;28 
Furniture;2017-12-24;Home Office;26 
Office Supplies;2017-12-24;Consumer;21 
Furniture;2017-12-26;Corporate;712 
Furniture;2017-12-26;Home Office;583 
Office Supplies;2017-12-26;Consumer;568 
Office Supplies;2017-12-26;Corporate;118 
Furniture;2017-12-26;Consumer;3 
Office Supplies;2017-12-27;Consumer;1113 
Furniture;2017-12-27;Home Office;783 
Technology;2017-12-27;Corporate;548 
Furniture;2017-12-27;Consumer;468 
Office Supplies;2017-12-27;Home Office;111 
Office Supplies;2017-12-27;Corporate;21 
Office Supplies;2017-12-28;Corporate;2870 
Office Supplies;2017-12-28;Consumer;1155 
Technology;2017-12-29;Corporate;902 
Technology;2017-12-29;Consumer;478 
Office Supplies;2017-12-29;Corporate;292 
Office Supplies;2017-12-29;Consumer;176 
Furniture;2017-12-29;Corporate;102 
Furniture;2017-12-29;Consumer;40 
Furniture;2017-12-29;Home Office;9 
Technology;2017-12-30;Corporate;779 
Office Supplies;2017-12-30;Corporate;571 
Furniture;2017-12-30;Corporate;482 
Office Supplies;2017-12-30;Consumer;217 
Technology;2017-12-30;Consumer;30 
Technology;2017-12-31;Home Office;2392 
Furniture;2017-12-31;Corporate;1337 
Furniture;2017-12-31;Home Office;1041 
Office Supplies;2017-12-31;Home Office;232 
Office Supplies;2017-12-31;Corporate;90 
Technology;2017-12-31;Corporate;71 
Technology;2018-01-02;Corporate;1166 
Furniture;2018-01-02;Corporate;434 
Office Supplies;2018-01-02;Corporate;143 
Furniture;2018-01-03;Consumer;1177 
Technology;2018-01-03;Consumer;363 
Office Supplies;2018-01-03;Corporate;9 
Office Supplies;2018-01-03;Consumer;7 
Furniture;2018-01-04;Corporate;210 
Office Supplies;2018-01-04;Corporate;66 
Office Supplies;2018-01-05;Home Office;132 
Office Supplies;2018-01-05;Corporate;95 
Furniture;2018-01-05;Home Office;61 
Office Supplies;2018-01-06;Corporate;31 
Office Supplies;2018-01-09;Consumer;357 
Furniture;2018-01-10;Consumer;967 
Office Supplies;2018-01-12;Corporate;404 
Technology;2018-01-12;Corporate;360 
Furniture;2018-01-13;Consumer;472 
Office Supplies;2018-01-13;Consumer;71 
Office Supplies;2018-01-13;Corporate;10 
Furniture;2018-01-17;Home Office;260 
Office Supplies;2018-01-17;Consumer;95 
Office Supplies;2018-01-17;Corporate;7 
Furniture;2018-01-19;Consumer;266 
Office Supplies;2018-01-23;Home Office;40 
Office Supplies;2018-01-24;Home Office;12 
Office Supplies;2018-01-26;Corporate;159 
Furniture;2018-01-27;Consumer;2807 
Technology;2018-01-27;Consumer;552 
Furniture;2018-01-28;Consumer;4083 
Technology;2018-01-30;Consumer;1632 
Furniture;2018-01-30;Consumer;214 
Office Supplies;2018-01-30;Consumer;13 
Furniture;2018-01-31;Consumer;46 
Office Supplies;2018-01-31;Consumer;41 
Furniture;2018-02-03;Corporate;251 
Technology;2018-02-03;Consumer;127 
Office Supplies;2018-02-03;Consumer;78 
Furniture;2018-02-03;Consumer;31 
Office Supplies;2018-02-03;Corporate;12 
Furniture;2018-02-06;Consumer;1460 
Office Supplies;2018-02-06;Consumer;700 
Office Supplies;2018-02-06;Corporate;175 
Technology;2018-02-06;Consumer;18 
Office Supplies;2018-02-07;Corporate;298 
Technology;2018-02-08;Consumer;97 
Office Supplies;2018-02-08;Consumer;22 
Technology;2018-02-09;Consumer;528 
Furniture;2018-02-09;Consumer;216 
Office Supplies;2018-02-09;Corporate;38 
Furniture;2018-02-09;Corporate;35 
Technology;2018-02-09;Corporate;20 
Office Supplies;2018-02-10;Corporate;74 
Technology;2018-02-14;Consumer;879 
Office Supplies;2018-02-14;Consumer;61 
Technology;2018-02-15;Corporate;946 
Office Supplies;2018-02-15;Consumer;540 
Office Supplies;2018-02-16;Consumer;135 
Office Supplies;2018-02-16;Corporate;34 
Office Supplies;2018-02-18;Consumer;57 
Furniture;2018-02-18;Consumer;33 
Office Supplies;2018-02-18;Corporate;10 
Office Supplies;2018-02-20;Consumer;310 
Technology;2018-02-20;Consumer;31 
Office Supplies;2018-02-21;Consumer;2306 
Office Supplies;2018-02-22;Home Office;86 
Office Supplies;2018-02-23;Home Office;32 
Office Supplies;2018-02-25;Consumer;23 
Technology;2018-02-27;Consumer;571 
Furniture;2018-02-27;Corporate;504 
Technology;2018-02-27;Corporate;90 
Office Supplies;2018-02-27;Corporate;18 
Furniture;2018-02-28;Consumer;474 
Furniture;2018-02-28;Corporate;174 
Office Supplies;2018-02-28;Consumer;64 
Technology;2018-02-28;Corporate;16 
Furniture;2018-03-01;Corporate;1191 
Technology;2018-03-01;Corporate;91 
Office Supplies;2018-03-01;Corporate;48 
Office Supplies;2018-03-01;Consumer;3 
Furniture;2018-03-02;Consumer;685 
Office Supplies;2018-03-02;Home Office;101 
Office Supplies;2018-03-05;Consumer;922 
Technology;2018-03-05;Corporate;434 
Furniture;2018-03-05;Consumer;423 
Furniture;2018-03-05;Corporate;145 
Technology;2018-03-05;Consumer;49 
Office Supplies;2018-03-05;Corporate;3 
Technology;2018-03-06;Consumer;986 
Furniture;2018-03-06;Consumer;387 
Technology;2018-03-07;Home Office;722 
Office Supplies;2018-03-07;Home Office;105 
Furniture;2018-03-08;Consumer;1852 
Technology;2018-03-08;Consumer;808 
Office Supplies;2018-03-08;Corporate;22 
Office Supplies;2018-03-08;Consumer;20 
Technology;2018-03-09;Corporate;407 
Office Supplies;2018-03-09;Consumer;4 
Office Supplies;2018-03-10;Corporate;90 
Office Supplies;2018-03-10;Consumer;1 
Furniture;2018-03-12;Corporate;39 
Office Supplies;2018-03-12;Corporate;9 
Office Supplies;2018-03-12;Consumer;5 
Furniture;2018-03-13;Home Office;1255 
Furniture;2018-03-13;Consumer;143 
Office Supplies;2018-03-14;Consumer;673 
Technology;2018-03-15;Corporate;14 
Office Supplies;2018-03-16;Consumer;7465 
Furniture;2018-03-16;Consumer;174 
Technology;2018-03-16;Corporate;94 
Furniture;2018-03-16;Corporate;38 
Office Supplies;2018-03-16;Home Office;18 
Office Supplies;2018-03-17;Corporate;34 
Technology;2018-03-17;Corporate;13 
Technology;2018-03-19;Corporate;3181 
Office Supplies;2018-03-19;Corporate;1381 
Technology;2018-03-19;Home Office;408 
Furniture;2018-03-19;Home Office;357 
Office Supplies;2018-03-19;Consumer;144 
Office Supplies;2018-03-19;Home Office;67 
Office Supplies;2018-03-20;Corporate;1142 
Technology;2018-03-20;Corporate;212 
Office Supplies;2018-03-20;Consumer;48 
Office Supplies;2018-03-21;Consumer;1270 
Technology;2018-03-22;Corporate;1518 
Technology;2018-03-22;Consumer;526 
Office Supplies;2018-03-22;Consumer;321 
Office Supplies;2018-03-22;Corporate;133 
Furniture;2018-03-22;Corporate;80 
Technology;2018-03-23;Corporate;254 
Office Supplies;2018-03-23;Corporate;219 
Furniture;2018-03-23;Consumer;113 
Office Supplies;2018-03-23;Consumer;55 
Furniture;2018-03-24;Home Office;377 
Furniture;2018-03-24;Corporate;40 
Office Supplies;2018-03-24;Corporate;8 
Furniture;2018-03-26;Corporate;3631 
Office Supplies;2018-03-26;Corporate;1267 
Office Supplies;2018-03-26;Consumer;42 
Technology;2018-03-26;Consumer;18 
Office Supplies;2018-03-27;Consumer;71 
Technology;2018-03-28;Consumer;178 
Office Supplies;2018-03-28;Consumer;78 
Furniture;2018-03-29;Home Office;1120 
Office Supplies;2018-03-29;Consumer;271 
Technology;2018-03-29;Consumer;47 
Furniture;2018-03-29;Consumer;17 
Furniture;2018-03-30;Home Office;374 
Technology;2018-03-30;Corporate;183 
Office Supplies;2018-03-30;Corporate;25 
Office Supplies;2018-03-31;Corporate;93 
Technology;2018-03-31;Corporate;75 
Furniture;2018-03-31;Corporate;23 
Technology;2018-04-02;Consumer;230 
Office Supplies;2018-04-02;Consumer;34 
Office Supplies;2018-04-02;Corporate;8 
Technology;2018-04-04;Consumer;574 
